title,keterangan,jumlah_data,title_per_data
Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Tahun 2019,"Dataset ini berisi mengenai Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Tahun 2019.
Penjelasan mengenai Variabel pada Dataset ini:
nama_pimpinan : nama pimpinan
tanggal_acara : tanggal acara kegiatan
jam_acara : jam acara kegiatan
tempat : tempat acara
acara : nama acara
pejabat Pemprov DKI Jakarta yang terdiri dari Gubernur, Wakil Gubernur dan Sekretaris Daerah",5,Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Bulan Januari Tahun 2019;*;Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Bulan Februari Tahun 2019;*;Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Bulan Maret Tahun 2019;*;Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Bulan April Tahun 2019;*;Data Agenda Kegiatan Pejabat Provinsi DKI Jakarta yang Ditampilkan pada Website Berita Resmi Pemprov DKI Jakarta Bulan Mei Tahun 2019,,,,,
Data Pelayanan Kegiatan dan Acara di Balaikota Provinsi DKI Jakarta Tahun 2018,"Dataset ini berisi daftar pelayanan kegiatan dan acara yang dilayani oleh Biro Umum Setda Provinsi DKI Jakarta yang berlangsung di Balaikota Provinsi DKI Jakarta pada Tahun 2018
Variabel Data mencakup:
1.  tanggal : Tanggal acara
2.  tempat : Lokasi berlangsungnya acara
3.  pengguna : Unit/organisasi yang bertanggung jawab terhadap acara
4.  acara : Acara yang berlangsung",12,Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Januari 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Februari 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Maret 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan April 2018 ;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Mei 2018 ;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Juni 2018 ;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Juli 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Agustus 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan September 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Oktober 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan November 2018;*;Data Pelayanan Kegiatan dan Acara di Balaikota Bulan Desember 2018,,,,,
Data Stasiun Pengisian Bahan Bakar Umum (SPBU) di Wilayah Kota Administrasi Provinsi DKI Jakarta,"Dataset ini berisi Data Stasiun Pengisian Bahan Bakar Umum (SPBU) yang telah ditera dan tera ulang di 5 wilayah Kota Administrasi Provinsi DKI Jakarta yang dilaksanakan oleh Unit Pengelola Metrologi Dinas Koperasi, Usaha Kecil dan Menengah serta Perdagangan (KUKMP) Provinsi DKI Jakarta.
Penjelasan mengenai variabel pada Dataset ini :
pemakai : nama SPBU
jml_UTTP : jumlah nozzle yang ditera/tera ulang
alamat : lokasi SPBU
diuji_oleh : nama penera yang melakukan pengujian
hasil_pengujian : hasil pengujian yang dilakukan (tera atau tera ulang)
tanggal_uji : tanggal pengujian dilakukan
masa_berlaku : masa berlaku tera/tera ulang (1 tahun)",1,Data SPBU di 5 Wilayah Kota Administrasi Provinsi DKI Jakarta Tahun 2016,,,,,
Data Penyandang Masalah Kesejahteraan Sosial (PMKS) Wilayah Kota Administrasi Jakarta Selatan Tahun  2018,"Dataset ini berisi kumpulan data Hasil Penjangkauan dan Pengendalian PMKS (Penyandang Masalah Kesejahteraan Sosial) Jalanan oleh Suku Dinas Sosial di Kota Administrasi Jakarta Selatan Tahun 2018
Variabel data terdiri dari :
tanggal_operasi_pmks : tanggal operasi PMKS
jenis_pmks : jenis PMKS terjaring
jumlah_pmks : jumlah PMKS terjaring",12,Data PMKS Jakarta Selatan Januari 2018;*;Data PMKS Jakarta Selatan Februari 2018;*;Data PMKS Jakarta Selatan Maret 2018;*;Data PMKS Jakarta Selatan April 2018;*;Data PMKS Jakarta Selatan Mei 2018;*;Data PMKS Jakarta Selatan Juni 2018;*;Data PMKS Jakarta Selatan Juli 2018;*;Data PMKS Jakarta Selatan Agustus 2018;*;Data PMKS Jakarta Selatan September 2018;*;Data PMKS Jakarta Selatan Oktober 2018;*;Data PMKS Jakarta Selatan November 2018;*;Data PMKS Jakarta Selatan Desember 2018,,,,,
Data Penempatan Tenaga Kerja Dinas Tenaga Kerja dan Transmigrasi Provinsi DKI Jakarta Tahun 2018,"Data Penempatan Tenaga Kerja Dinas Tenaga Kerja dan Transmigrasi Provinsi DKI Jakarta Tahun 2018
   Dataset ini berisi Penempatan Tenaga Kerja di wilayah DKI Jakarta Tahun 2018
Variabel yang terdapat dalam data ini terdiri dari :
bidang: bidang di Disnakertrans
jumlah : jumlah tenaga kerja yang ditempatkan",12,Data Penempatan Tenaga Kerja DKI Jakarta Januari 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Februari 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Maret 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta April 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Mei 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Juni 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Juli 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Agustus 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta September 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta per Oktober 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Nopember 2018;*;Data Penempatan Tenaga Kerja DKI Jakarta Bulan Desember 2018
Data Koperasi Berprestasi Dan Penerima Award Provinsi DKI Jakarta,"Dataset ini berisi mengenai Data Koperasi Berprestasi Dan Koperasi Penerima Award Provinsi DKI Jakarta
Penjelasan mengenai Variabel pada Dataset ini:
nama_koperasi : Nama Koperasi
no_badan_hukum : No Badan Hukum
tanggal_badan_hukum : Tanggal Badan Hukum
wilayah : Wilayah
alamat : Alamat",3,Data Koperasi Berprestasi Dan Penerima Award Tahun 2014 DKI Jakarta;*;Data Koperasi Berprestasi Dan Penerima Award Tahun 2015 DKI Jakarta;*;Data Koperasi Berprestasi dan Penerima Award Tahun 2018 DKI Jakarta
Data Jumlah Kematian Penduduk berdasarkan Pekerjaan dan Jenis Kelamin,"Data ini berisi mengenai data kematian berdasarkan pekerjaan dan jenis kelamin Provinsi DKi Jakarta
Penjelasan Variabel ini berisi mengenai :
tahun : Tahun
nama_provinsi : Nama Provinsi
pekerjaan : Pekerjaan
jenis_kelamin : Jenis Kelamin
jumlah : Jumlah",3,Data Kematian Penduduk Berdasarkan Pekerjaan dan Jenis Kelamin di Provinsi DKI Jakarta Tahun 2015;*;Data Kematian Penduduk Berdasarkan Pekerjaan dan Jenis Kelamin di Provinsi DKI Jakarta Tahun 2016;*;Data Kematian Penduduk Berdasarkan Pekerjaan dan Jenis Kelamin di Provinsi DKI Jakarta Tahun 2017
Data Jumlah Penduduk Usia Anak per Kelurahan,"Data ini berisi mengenai Data Penduduk Usia Anak( 0 - 17 )Tahun per Kelurahan
Penjelasan Variabel ini berisi mengenai
tahun : Tahun
nama_provinsi : Nama Provinsi
nama_kabupaten/kota : Nama Kabupaten
nama_kecamatan : Nama Kecamatan
nama_kelurahan   : Nama Kelurahan
jenis_kelamin : Jenis Kelamin
jumlah : Jumlah",3,Data Penduduk Usia Anak Berdasarkan Jenis Kelamin Per Kelurahan Tahun 2015;*;Data Penduduk Usia Anak Berdasarkan Jenis Kelamin Per Kelurahan Tahun 2016;*;Data Penduduk Usia Anak Berdasarkan Jenis Kelamin Per Kelurahan Tahun 2017
Data Upah Minimum Sektoral Provinsi (UMSP) DKI Jakarta,"Dataset ini berisi tentang Data Upah Minimum Sektoral Provinsi (UMSP) DKI Jakarta.
Penjelasan mengenai Variabel pada Dataset ini:
jenis sektor : nama sektor yang terdapat di Provinsi
kualifikasi pekerja : kualifikasi yang terdapat di sektor
kegiatan : kegiatan yang terdapat di sektor
jenis upah : jenis upah dalam periode waktu menerima
jumlah : besarnya upah yang diterima
mata uang : mata uang upah
keterangan : keterangan pelengkap
FOB : Free On Board",2,Data UMSP Tahun 2016;*;Data UMSP Tahun 2018
Data Tera Taksi,"Dataset ini berisi jumlah taksi yang telah ditera dan ditera ulang.
Penjelasan mengenai variabel pada Dataset ini :
nama_perusahaan : nama perusahaan taksi
alamat : alama perusahaan
kota_administrasi
jenis pelayanan : tera / tera ulang
jumlah : jumlah taksi",2,Data Tera Taksi Tahun 2016;*;Data Tera Taksi Tahun 2017
Data Daftar Perusahaan Ekspor Kopi Di Provinsi DKI Jakarta,"Dataset ini berisi tentang Data Daftar Perusahaan Ekspor Kopi yang ada di Provinsi DKI Jakarta maupun melalui Provinsi DKI Jakarta.
Penjelasan mengenai Variabel pada Dataset ini :
nama : Nama Perusahaan Pengekspor Kopi
alamat : Alamat Perusahaan Pengekspor  Kopi
wilayah : wilayah kota/kabupaten Perusahaan Pengekspor  Kopi
penanggung jawab : Narahubung Perusahaan Pengekspor Kopi
telepon : no telepon Perusahaan Pengekspor  Kopi
jenis kopi yang diekspor : Jenis Kopi yang diekspor",4,Data Daftar Perusahaan Ekspor Kopi Provinsi DKI Jakarta Tahun 2015;*;Data Daftar Perusahaan Ekspor Kopi Provinsi DKI Jakarta Tahun 2016;*;Data Daftar Perusahaan Ekspor Kopi Provinsi DKI Jakarta Tahun 2017;*;Data Daftar Perusahaan Ekspor Kopi Provinsi DKI Jakarta Tahun 2018
Data Laporan Operasional Satuan Polisi Pamong Praja Provinsi DKI Jakarta,"Dataset ini berisi Data Laporan Operasional Satuan Polisi Pamong Praja Provinsi DKI Jakarta.
Penjelasan mengenai Variabel pada Dataset ini:
kode_rekening : kode rekening beban
pos_anggaran : pos anggaran
sumber_pos_anggaran : sumber pos anggaran
tahun : tahun anggaran
wilayah_kerja : wilayah pembagian tugas pada Satpol PP
nominal : Nilai dalam Juta Rp.",6,Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Tahun 2014;*;Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Tahun 2015;*;Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Tahun 2016;*;Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Tahun 2017;*;Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Semester I 2018;*;Data Laporan Operasional Satpol PP Provinsi DKI Jakarta Tahun 2018
Data Penggunaan Air Tanah pada Pelanggan Air Tanah di DKI Jakarta Tahun 2019,"Data berisikan tentang data pemakaian air tanah di Provinsi DKI Jakarta yang tersebar berdasarkan kecamatan.
variabel data berisikan :
kecamatan : Kecamatan
bulan : Bulan
jumlah_pemakaian_m3 : Jumlah pemakaian (per meter kubik)",1,Data Penggunaan Air Tanah Bulan Januari - Maret 2019
Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan di Wilayah Kota Administrasi Provinsi DKI Jakarta,"Data ini berisi mengenai Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan di Wilayah Kota Administrasi Provinsi DKI Jakarta
Penjelasan mengenai Variabel pada Dataset ini:
tahun : Tahun
provinsi : provinsi
kabupaten/kota : Kabupaten Kota
kecamatan : Kecamatan
kelurahan : Kelurahan
status_perkawinan : Status Perkawinan
jumlah : Jumlah",6,Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan Tahun 2013;*;Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan Tahun 2014;*;Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan Tahun 2015;*;Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan Tahun 2016;*;Data Jumlah Penduduk Berdasarkan Status Perkawinan per Kelurahan Tahun 2017;*;Data Jumlah Penduduk Berdasarkan Status Perkawinan Per Kelurahan Tahun 2018
Data Status Mutu Air Situ Atau Waduk Di DKI Jakarta,"Dataset ini berisi mengenai Status Mutu Air Situ Atau Waduk Di DKI Jakarta Berdasarkan Persentase Index Pencemaran
Penjelasan mengenai Variabel pada Dataset ini:
tahun : Tahun pelaksanaan hasil penelitian Status Mutu Air
mutu_air : Hasil Nilai dari penelitian
status : Keterangan pencemaran air
Data menggunakan satuan persen (%)",1,Data Status Mutu Air Situ Atau Waduk Di DKI Jakarta Tahun 2009-2014
Data Pengusaha Usaha Kecil Menengah di Perkampungan Industri Kecil,"Dataset ini berisi Data Pengusaha UKM yang terletak di Perkampungan Industri Kecil (PIK) Kecamatan Pulogadung, Jakarta Timur, Provinsi DKI Jakarta. Data Pengusaha UKM di UPK PPUMKMP Pulogadung berdasarkan jenis produknya.
Penjelasan mengenai variabel pada Dataset ini :
nama : nama pengusaha
blok : blok lokasi usaha
nomor : nomor kios usaha
kecamatan : kecamatan lokasi usaha
kelurahan : kelurahan lokasi usaha
rt/rw : rt/rw lokasi usaha
kota : kota lokasi usaha
status_hunian : status hunian usaha
jenis_produk : jenis produk usaha",2,Data Pengusaha UKM di Perkampungan Industri Kecil (PIK) Tahun 2016;*;Data Pengusaha UKM di Perkampungan Industri Kecil 2018
Data Peserta KB Baru Menurut Metode Kontrasepsi Jangka Panjang (MKJP) Di Provinsi DKI Jakarta,"Dataset ini berisi Data Peserta Keluarga Berencana (KB) Baru Menurut Metode Kontrasepsi Jangka Panjang (MKJP) Di Provinsi DKI Jakarta.
Penjelasan mengenai Variabel pada Dataset ini :
wilayah : nama wilayah Di Provinsi DKI Jakarta
peserta_baru_pria : jumlah peserta keluarga berencana (KB) baru pria di wilayah DKI Jakarta
peserta_baru_wanita : jumlah peserta keluarga berencana (KB) baru wanita di wilayah DKI Jakarta
peserta_baru_mkjp : jumlah peserta keluarga berencana (KB) baru dengan metode kontrasepsi jangka panjang seperti menggunakan alat kontrasepsi Intra Uterus Device (IUD) dan Spiral.",3,Data Peserta KB Baru Menurut Metode Kontrasepsi Jangka Panjang Di Provinsi DKI Jakarta Juli Tahun 2015;*;Data Peserta KB Baru Menurut Metode Kontrasepsi Jangka Panjang Di Provinsi DKI Jakarta Januari s.d Agustus Tahun 2015;*;Data Peserta KB Baru Menurut Metode Kontrasepsi Jangka Panjang Di Provinsi DKI Jakarta Agustus Tahun 2015
Data Peserta KB Aktif Menurut Metode Kontrasepsi Jangka Panjang (MKJP) Di Provinsi DKI Jakarta,"Dataset ini berisi Data Peserta Keluarga Berencana (KB) Aktif Menurut Metode Kontrasepsi Jangka Panjang (MKJP) Di Provinsi DKI Jakarta.
Penjelasan mengenai Variabel pada Dataset ini :
wilayah : nama wilayah Di Provinsi DKI Jakarta
peserta_aktif_pria : jumlah peserta keluarga berencana (KB) aktif pria di wilayah DKI Jakarta
peserta_aktif_wanita : jumlah peserta keluarga berencana (KB) aktif wanita di wilayah DKI Jakarta
peserta_aktif_mkjp : jumlah peserta keluarga berencana (KB) aktif dengan metode kontrasepsi jangka panjang seperti menggunakan alat kontrasepsi Intra Uterus Device (IUD) dan Spiral.",1,Data Peserta KB Aktif Menurut Metode Kontrasepsi Jangka Panjang Di Provinsi DKI Jakarta Agustus Tahun 2015
Data Realisasi Investasi Penanaman Modal Asing (PMA) dan Penanaman Modal Dalam Negeri (PMDN) Tahun 2018,"Data Realisasi Investasi Penanaman Modal Asing (PMA) dan Penanaman Modal Dalam Negeri (PMDN) 2018
Variabel pada dataset ini adalah sebagai berikut :
nama_proyek = PMDN/PMA
jumlah_proyek = jumlah proyek
nilai_investasi = nilai investasi",12,Realisasi Investasi Jan 2018;*;Realisasi Investasi Feb 2018;*;Realisasi Investasi Mar 2018;*;Realisasi Investasi Apr 2018;*;Realisasi Investasi Mei 2018;*;Realisasi Investasi Jun 2018;*;Realisasi Investasi Jul 2018;*;Realisasi Investasi Agust 2018;*;Realisasi Investasi Sept 2018;*;Realisasi Investasi Okt 2018;*;Realisasi Investasi Nov 2018;*;Realisasi Investasi Des 2018
